State,Date,deltaconfirmed,deltarecovered,deltatested,deltaother,deltadeceased,deltavaccinated1,deltavaccinated2,delta7confirmed,delta7recovered,delta7tested,delta7other,delta7deceased,delta7vaccinated1,delta7vaccinated2,totalconfirmed,totalrecovered,totaltested,totalother,totaldeceased,totalvaccinated1,totalvaccinated2
Assam,27-03-2021,46,23,9062,,,15977,1257,271,147,90683,,4,328336,30511,218222,215348,7193204,1347,1104,870710,133328
Assam,28-03-2021,48,18,5332,,,192,18,294,153,88611,,4,326763,30216,218270,215366,7198536,1347,1104,870902,133346
Assam,29-03-2021,40,24,7113,,,2255,200,304,155,79820,,3,304379,23665,218310,215390,7205649,1347,1104,873157,133546
Assam,30-03-2021,53,23,12784,,,28154,4445,305,151,78368,,2,208773,19910,218363,215413,7218433,1347,1104,901311,137991
Assam,31-03-2021,49,32,12966,,1,7396,2276,313,168,75578,,2,192379,19468,218412,215445,7231399,1347,1105,908707,140267
Assam,01-04-2021,58,34,12253,,2,28966,5803,331,180,73622,,3,139046,18347,218470,215479,7243652,1347,1107,937673,146070
Assam,02-04-2021,63,38,12322,,,65815,17566,357,192,71832,,3,148755,31565,218533,215517,7255974,1347,1107,1003488,163636
Assam,03-04-2021,68,32,16024,,,29759,9175,379,201,78794,,3,162537,39483,218601,215549,7271998,1347,1107,1033247,172811
Assam,04-04-2021,69,48,7075,,2,12184,2697,400,231,80537,,5,174529,42162,218670,215597,7279073,1347,1109,1045431,175508
Assam,05-04-2021,70,60,17605,,,41593,13850,430,267,91029,,5,213867,55812,218740,215657,7296678,1347,1109,1087024,189358
Assam,06-04-2021,92,34,14740,,2,34943,9619,469,278,92985,,7,220656,60986,218832,215691,7311418,1347,1111,1121967,198977
Assam,07-04-2021,195,31,21162,,,16079,7885,615,277,101181,,6,229339,66595,219027,215722,7332580,1347,1111,1138046,206862
Assam,08-04-2021,245,68,22888,,1,44192,16580,802,311,111816,,5,244565,77372,219272,215790,7355468,1347,1112,1182238,223442
Assam,09-04-2021,281,38,25119,,3,33533,15364,1020,311,124613,,8,212283,75170,219553,215828,7380587,1347,1115,1215771,238806
Assam,10-04-2021,405,79,68075,,2,20482,11235,1357,358,176664,,10,203006,77230,219958,215907,7448662,1347,1117,1236253,250041
Assam,11-04-2021,352,36,73329,,1,8177,4258,1640,346,242918,,9,198999,78791,220310,215943,7521991,1347,1118,1244430,254299
Assam,12-04-2021,583,98,102182,,,19026,13282,2153,384,327495,,9,176432,78223,220893,216041,7624173,1347,1118,1263456,267581
Assam,13-04-2021,590,52,59310,,1,11327,7749,2651,402,372065,,8,152816,76353,221483,216093,7683483,1347,1119,1274783,275330
Assam,14-04-2021,385,106,30065,,3,2184,1606,2841,477,380968,,11,138921,70074,221868,216199,7713548,1347,1122,1276967,276936
Assam,15-04-2021,499,85,18323,,1,900,658,3095,494,376403,,11,95629,54152,222367,216284,7731871,1347,1123,1277867,277594
Assam,16-04-2021,573,113,32421,,4,5145,3884,3387,569,383705,,12,67241,42672,222940,216397,7764292,1347,1127,1283012,281478
Assam,17-04-2021,876,149,43268,,2,12681,9267,3858,639,358898,,12,59440,40704,223816,216546,7807560,1347,1129,1295693,290745
Assam,18-04-2021,639,159,23300,,6,7369,3728,4145,762,308869,,17,58632,40174,224455,216705,7830860,1347,1135,1303062,294473
Assam,19-04-2021,1367,312,65410,,7,49070,31164,4929,976,272097,,24,88676,58056,225822,217017,7896270,1347,1142,1352132,325637
Assam,20-04-2021,1651,279,67151,,3,63917,29874,5990,1203,279938,,26,141266,80181,227473,217296,7963421,1347,1145,1416049,355511
Assam,21-04-2021,1665,297,62107,,5,39223,14529,7270,1394,311980,,28,178305,93104,229138,217593,8025528,1347,1150,1455272,370040
Assam,22-04-2021,1931,398,73428,,10,55268,20259,8702,1707,367085,,37,232673,112705,231069,217991,8098956,1347,1160,1510540,390299
Assam,23-04-2021,2384,348,72405,,12,47196,13716,10513,1942,407069,,45,274724,122537,233453,218339,8171361,1347,1172,1557736,404015
Assam,24-04-2021,2236,619,69094,,14,35525,8902,11873,2412,432895,,57,297568,122172,235689,218958,8240455,1347,1186,1593261,412917
Assam,25-04-2021,1844,558,33674,,14,12015,2549,13078,2811,443269,,65,302214,120993,237533,219516,8274129,1347,1200,1605276,415466
Assam,26-04-2021,3137,828,73181,,15,59828,25218,14848,3327,451040,,73,312972,115047,240670,220344,8347310,1347,1215,1665104,440684
Assam,27-04-2021,3132,955,62628,,18,64774,23338,16329,4003,446517,,88,313829,108511,243802,221299,8409938,1347,1233,1729878,464022
Assam,28-04-2021,3045,1098,55480,,22,38206,12013,17709,4804,439890,,105,312812,105995,246847,222397,8465418,1347,1255,1768084,476035
Assam,29-04-2021,3079,1797,67278,,26,80260,26781,18857,6203,433740,,121,337804,112517,249926,224194,8532696,1347,1281,1848344,502816
Assam,30-04-2021,3197,2449,72239,,26,101773,31680,19670,8304,433574,,135,392381,130481,253123,226643,8604935,1347,1307,1950117,534496
Assam,01-05-2021,3453,2229,54002,,23,68733,20203,20887,9914,418482,,144,425589,141782,256576,228872,8658937,1347,1330,2018850,554699
Assam,02-05-2021,2385,2831,23818,,30,14657,2070,21428,12187,408626,,160,428231,141303,258961,231703,8682755,1347,1360,2033507,556769
Assam,03-05-2021,4489,2534,55939,,29,60930,22114,22780,13893,391384,,174,429333,138199,263450,234237,8738694,1347,1389,2094437,578883
Assam,04-05-2021,4475,2851,55003,,41,53401,19787,24123,15789,383759,,197,417960,134648,267925,237088,8793697,1347,1430,2147838,598670
Assam,05-05-2021,4826,2916,52074,,55,22935,10246,25904,17607,380353,,230,402689,132881,272751,240004,8845771,1347,1485,2170773,608916
Assam,06-05-2021,4936,2976,61377,,46,33292,14580,27761,18786,374452,,250,355721,120680,277687,242980,8907148,1347,1531,2204065,623496
Assam,07-05-2021,5626,3262,68318,,47,63799,18180,30190,19599,370531,,271,317747,107180,283313,246242,8975466,1347,1578,2267864,641676
Assam,08-05-2021,5756,3053,65140,,50,66822,14533,32493,20423,381669,,298,315836,101510,289069,249295,9040606,1347,1628,2334686,656209
Assam,09-05-2021,3299,4045,36135,,48,19370,4009,33407,21637,393986,,316,320549,103449,292368,253340,9076741,1347,1676,2354056,660218
Assam,10-05-2021,5803,4231,72197,,77,64031,25614,34721,23334,410244,,364,323650,106949,298171,257571,9148938,1347,1753,2418087,685832
Assam,11-05-2021,6258,4409,68572,,85,50933,23169,36504,24892,423813,,408,321182,110331,304429,261980,9217510,1347,1838,2469020,709001
Assam,12-05-2021,5657,3880,63956,,71,30073,5212,37335,25856,435695,,424,328320,105297,310086,265860,9281466,1347,1909,2499093,714213
Assam,13-05-2021,5468,4219,59594,,75,36073,8912,37867,27099,433912,,453,331101,99629,315554,270079,9341060,1347,1984,2535166,723125
Assam,14-05-2021,4078,4168,44057,,76,21639,3240,36319,28005,409651,,482,288941,84689,319632,274247,9385117,1347,2060,2556805,726365
Assam,15-05-2021,5347,3254,64701,,63,52500,3352,35910,28206,409212,,495,274619,73508,324979,277501,9449818,1347,2123,2609305,729717
Assam,16-05-2021,3650,4225,42884,,56,38739,544,36261,28386,415961,,503,293988,70043,328629,281726,9492702,1347,2179,2648044,730261
Assam,17-05-2021,6394,4737,91481,,92,60092,9862,36852,28892,435245,,518,290049,54291,335023,286463,9584183,1347,2271,2708136,740123
Assam,18-05-2021,5835,4311,90251,,73,51331,7996,36429,28794,456924,,506,290447,39118,340858,290774,9674434,1347,2344,2759467,748119
Assam,19-05-2021,6143,4057,102040,,89,32703,4572,36915,28971,495008,,524,293077,38478,347001,294831,9776474,1347,2433,2792170,752691
Assam,20-05-2021,6573,3071,102684,,74,67572,7685,38020,27823,538098,,523,324576,37251,353574,297902,9879158,1347,2507,2859742,760376
Assam,21-05-2021,6066,4987,103158,,81,38093,6822,40008,28642,597199,,528,341030,40833,359640,302889,9982316,1347,2588,2897835,767198
Assam,22-05-2021,5980,4659,107398,,79,39505,10220,40641,30047,639896,,544,328035,47701,365620,307548,10089714,1347,2667,2937340,777418
Assam,23-05-2021,3563,5785,62722,,72,35088,3440,40554,31607,659734,,560,324384,50597,369183,313333,10152436,1347,2739,2972428,780858
Assam,24-05-2021,6221,5252,120668,,84,61554,15222,40381,32122,688921,,552,325846,55957,375404,318585,10273104,1347,2823,3033982,796080
Assam,25-05-2021,5767,4783,114315,,92,56504,12337,40313,32594,712985,,571,331019,60298,381171,323368,10387419,1347,2915,3090486,808417
Assam,26-05-2021,5699,6266,116119,,90,30848,5160,39869,34803,727064,,572,329164,60886,386870,329634,10503538,1347,3005,3121334,813577
Assam,27-05-2021,5704,4784,119441,,83,41176,5478,39000,36516,743821,,581,302768,58679,392574,334418,10622979,1347,3088,3162510,819055
Assam,28-05-2021,5436,5760,122977,,80,41359,4388,38370,37289,763640,,580,306034,56245,398010,340178,10745956,1347,3168,3203869,823443
Assam,29-05-2021,5613,3905,116562,,77,42605,3781,38003,36535,772804,,578,309134,49806,403623,344083,10862518,1347,3245,3246474,827224
Assam,30-05-2021,3245,5690,71598,,55,18465,1534,37685,36440,781680,,561,292511,47900,406868,349773,10934116,1347,3300,3264939,828758
Assam,31-05-2021,4348,5037,111586,,65,39206,4398,35812,36225,772598,,542,270163,37076,411216,354810,11045702,1347,3365,3304145,833156
Assam,01-06-2021,4682,4992,115513,,51,32667,4280,34727,36434,773796,,501,246326,29019,415898,359802,11161215,1347,3416,3336812,837436
Assam,02-06-2021,4178,4389,102922,,61,21908,2855,33206,34557,760599,,472,237386,26714,420076,364191,11264137,1347,3477,3358720,840291
Assam,03-06-2021,4309,4790,107075,,46,33480,2644,31811,34563,748233,,435,229690,23880,424385,368981,11371212,1347,3523,3392200,842935
Assam,04-06-2021,4548,4263,123593,,54,36193,2319,30923,33066,748849,,409,224524,21811,428933,373244,11494805,1347,3577,3428393,845254
Assam,05-06-2021,3781,3099,115968,,44,38106,2497,29091,32260,748255,,376,220025,20527,432714,376343,11610773,1347,3621,3466499,847751
Assam,06-06-2021,2228,4076,73648,,37,21465,2584,28074,30646,750305,,358,223025,21577,434942,380419,11684421,1347,3658,3487964,850335
Assam,07-06-2021,3804,4613,124316,,37,44525,5100,27530,30222,763035,,330,228344,22279,438746,385032,11808737,1347,3695,3532489,855435
Assam,08-06-2021,3948,3419,133212,,43,55941,5143,26796,28649,780734,,322,251618,23142,442694,388451,11941949,1347,3738,3588430,860578
Assam,09-06-2021,3751,4355,115806,,55,33618,7492,26369,28615,793618,,316,263328,27779,446445,392806,12057755,1347,3793,3622048,868070
Assam,10-06-2021,3756,5123,122313,,51,70726,22141,25816,28948,808856,,321,300574,47276,450201,397929,12180068,1347,3844,3692774,890211
Assam,11-06-2021,3666,5241,169528,,29,73865,14344,24934,29926,854791,,296,338246,59301,453867,403170,12349596,1347,3873,3766639,904555
Assam,12-06-2021,3463,5600,161896,,42,70753,12710,24616,32427,900719,,294,370893,69514,457330,408770,12511492,1347,3915,3837392,917265
Assam,13-06-2021,2167,5403,100455,,36,40935,10890,24555,33754,927526,,293,390363,77820,459497,414173,12611947,1347,3951,3878327,928155
Assam,14-06-2021,3678,4299,146046,,43,55635,26096,24429,33440,949256,,299,401473,98816,463175,418472,12757993,1347,3994,3933962,954251
Assam,15-06-2021,3415,2906,132929,,34,45317,13289,23896,32927,948973,,290,390849,106962,466590,421378,12890922,1347,4028,3979279,967540
Assam,16-06-2021,3386,4881,130053,,36,33383,12541,23531,33453,963220,,271,390614,112011,469976,426259,13020975,1347,4064,4012662,980081
Assam,17-06-2021,3477,4949,154264,,41,68802,22333,23252,33279,995171,,261,388690,112203,473453,431208,13175239,1347,4105,4081464,1002414
Assam,18-06-2021,3706,4835,171920,,33,89112,28182,23292,32873,997563,,265,403937,126041,477159,436043,13347159,1347,4138,4170576,1030596
Assam,19-06-2021,3571,5141,161420,,40,93748,24586,23400,32414,997087,,263,426932,137917,480730,441184,13508579,1347,4178,4264324,1055182
Assam,20-06-2021,1775,3559,78050,,30,25448,10285,23008,30570,974682,,257,411445,137312,482505,444743,13586629,1347,4208,4289772,1065467
Assam,21-06-2021,2805,3699,170856,,35,343888,20317,22135,29970,999492,,249,699698,131533,485310,448442,13757485,1347,4243,4633660,1085784
Assam,22-06-2021,2869,2482,152720,,37,244170,17142,21589,29546,1019283,,252,898551,135386,488179,450924,13910205,1347,4280,4877830,1102926
Assam,23-06-2021,2728,3802,166227,,30,349471,17622,20931,28467,1055457,,246,1214639,140467,490907,454726,14076432,1347,4310,5227301,1120548
Assam,24-06-2021,2781,3604,124019,,34,150762,14498,20235,27122,1025212,,239,1296599,132632,493688,458330,14200451,1347,4344,5378063,1135046
Assam,25-06-2021,2793,3977,139105,,26,158705,17540,19322,26264,992397,,232,1366192,121990,496481,462307,14339556,1347,4370,5536768,1152586
Assam,26-06-2021,2640,3499,127887,,33,122320,30285,18391,24622,958864,,225,1394764,127689,499121,465806,14467443,1347,4403,5659088,1182871
Assam,27-06-2021,1523,3261,55131,,37,9450,3396,18139,24324,935945,,232,1378766,120800,500644,469067,14522574,1347,4440,5668538,1186267
Assam,28-06-2021,2689,3394,133543,,42,97096,25218,18023,24019,898632,,239,1131974,125701,503333,472461,14656117,1347,4482,5765634,1211485
Assam,29-06-2021,2672,1996,101222,,27,19564,12064,17826,23533,847134,,229,907368,120623,506005,474457,14757339,1347,4509,5785198,1223549
Assam,30-06-2021,2479,3053,91452,,30,6916,7318,17577,22784,772359,,229,564813,110319,508484,477510,14848791,1347,4539,5792114,1230867
Assam,01-07-2021,2669,3329,137665,,38,165945,18879,17465,22509,786005,,233,579996,114700,511153,480839,14986456,1347,4577,5958059,1249746
Assam,02-07-2021,2453,2902,153981,,27,213906,26182,17125,21434,800881,,234,635197,123342,513606,483741,15140437,1347,4604,6171965,1275928
Assam,03-07-2021,2375,2524,134085,,28,131749,18680,16860,20459,807079,,229,644626,111737,515981,486265,15274522,1347,4632,6303714,1294608
Assam,04-07-2021,1213,2775,53848,,20,26410,4926,16550,19973,805796,,212,661586,113267,517194,489040,15328370,1347,4652,6330124,1299534
Assam,05-07-2021,2640,2521,116542,,31,50347,10448,16501,19100,788795,,201,614837,98497,519834,491561,15444912,1347,4683,6380471,1309982
Assam,06-07-2021,2433,1745,100262,,34,16429,5734,16262,18849,787835,,208,611702,92167,522267,493306,15545174,1347,4717,6396900,1315716
Assam,07-07-2021,2289,3136,101729,,26,5666,2314,16072,18932,798112,,204,610452,87163,524556,496442,15646903,1347,4743,6402566,1318030
Assam,08-07-2021,2644,2946,106760,,21,6792,2938,16047,18549,767207,,187,451299,71222,527200,499388,15753663,1347,4764,6409358,1320968
Assam,09-07-2021,2493,2481,117087,,24,53019,7690,16087,18128,730313,,184,290412,52730,529693,501869,15870750,1347,4788,6462377,1328658
Assam,10-07-2021,2391,2854,133308,,24,103961,16464,16103,18458,729536,,180,262624,50514,532084,504723,16004058,1347,4812,6566338,1345122
Assam,11-07-2021,1579,2793,97257,,16,98164,6923,16469,18476,772945,,176,334378,52511,533663,507516,16101315,1347,4828,6664502,1352045
Assam,12-07-2021,2575,2916,168361,,37,233118,17049,16404,18871,824764,,182,517149,59112,536238,510432,16269676,1347,4865,6897620,1369094
Assam,13-07-2021,2169,1456,124381,,23,90574,15347,16140,18582,848883,,171,591294,68725,538407,511888,16394057,1347,4888,6988194,1384441
Assam,14-07-2021,2046,2655,132557,,22,54573,47951,15897,18101,879711,,167,640201,114362,540453,514543,16526614,1347,4910,7042767,1432392
Assam,15-07-2021,1992,2498,120908,,27,31097,37948,15245,17653,893859,,173,664506,149372,542445,517041,16647522,1347,4937,7073864,1470340
Assam,16-07-2021,1782,2656,127490,,24,71907,27648,14534,17828,904262,,173,683394,169330,544227,519697,16775012,1347,4961,7145771,1497988
Assam,17-07-2021,1727,2495,133760,,23,91576,28794,13870,17469,904714,,172,671009,181660,545954,522192,16908772,1347,4984,7237347,1526782
Assam,18-07-2021,1329,2277,71546,,15,13013,5397,13620,16953,879003,,171,585858,180134,547283,524469,16980318,1347,4999,7250360,1532179
Assam,19-07-2021,1797,2138,152771,,20,132525,25043,12842,16175,863413,,154,485265,188128,549080,526607,17133089,1347,5019,7382885,1557222
Assam,20-07-2021,1798,1645,142017,,10,115538,30026,12471,16364,881049,,141,510229,202807,550878,528252,17275106,1347,5029,7498423,1587248
Assam,21-07-2021,1547,2426,74114,,25,33999,8655,11972,16135,822606,,144,489655,163511,552425,530678,17349220,1347,5054,7532422,1595903
Assam,22-07-2021,1796,2262,159545,,22,165416,45316,11776,15899,861243,,139,623974,170879,554221,532940,17508765,1347,5076,7697838,1641219
Assam,23-07-2021,1621,1869,147175,,15,153535,42183,11615,15112,880928,,130,705602,185414,555842,534809,17655940,1347,5091,7851373,1683402
Assam,24-07-2021,1595,1788,118889,,23,107386,28288,11483,14405,866057,,130,721412,184908,557437,536597,17774829,1347,5114,7958759,1711690
Assam,25-07-2021,1054,1501,73507,,22,49778,13314,11208,13629,868018,,137,758177,192825,558491,538098,17848336,1347,5136,8008537,1725004
Assam,26-07-2021,1528,1830,166846,,26,195564,57061,10939,13321,882093,,143,821216,224843,560019,539928,18015182,1347,5162,8204101,1782065
Assam,27-07-2021,1436,1312,155495,,18,191274,58813,10577,12988,895571,,151,896952,253630,561455,541240,18170677,1347,5180,8395375,1840878
Assam,28-07-2021,1276,1791,112332,,21,80870,24587,10306,12353,933789,,147,943823,269562,562731,543031,18283009,1347,5201,8476245,1865465
Assam,29-07-2021,1299,1664,128684,,20,85166,23187,9809,11755,902928,,145,863573,247433,564030,544695,18411693,1347,5221,8561411,1888652
Assam,30-07-2021,1179,1441,112132,,20,62397,22514,9367,11327,867885,,150,772435,227764,565209,546136,18523825,1347,5241,8623808,1911166
Assam,31-07-2021,989,1480,107285,,19,129589,18715,8761,11019,856281,,146,794638,218191,566198,547616,18631110,1347,5260,8753397,1929881
Assam,01-08-2021,784,1449,91123,,15,124677,19210,8491,10967,873897,,139,869537,224087,566982,549065,18722233,1347,5275,8878074,1949091
Assam,02-08-2021,1275,1469,176197,,19,274421,39380,8238,10606,883248,,132,948394,206406,568257,550534,18898430,1347,5294,9152495,1988471
Assam,03-08-2021,1182,1158,154102,,13,260312,35950,7984,10452,881855,,127,1017432,183543,569439,551692,19052532,1347,5307,9412807,2024421
Assam,04-08-2021,1065,1263,119188,,19,123571,21368,7773,9924,888711,,125,1060133,180324,570504,552955,19171720,1347,5326,9536378,2045789
Assam,05-08-2021,1067,1249,131862,,17,234633,36197,7541,9509,891889,,122,1209600,193334,571571,554204,19303582,1347,5343,9771011,2081986
Assam,06-08-2021,975,1266,115049,,14,206903,29730,7337,9334,894806,,116,1354106,200550,572546,555470,19418631,1347,5357,9977914,2111716
Assam,07-08-2021,986,1057,118902,,15,215102,38745,7334,8911,906423,,112,1439619,220580,573532,556527,19537533,1347,5372,10193016,2150461
Assam,08-08-2021,568,1127,58728,,15,69188,11179,7118,8589,874028,,112,1384130,212549,574100,557654,19596261,1347,5387,10262204,2161640
Assam,09-08-2021,1120,1066,140454,,17,248600,47965,6963,8186,838285,,110,1358309,221134,575220,558720,19736715,1347,5404,10510804,2209605
Assam,10-08-2021,929,964,114152,,16,195881,50303,6710,7992,798335,,113,1293878,235487,576149,559684,19850867,1347,5420,10706685,2259908
Assam,11-08-2021,886,1098,101668,,14,68351,31064,6531,7827,780815,,108,1238658,245183,577035,560782,19952535,1347,5434,10775036,2290972
