State,Date,deltaconfirmed,deltarecovered,deltatested,deltaother,deltadeceased,deltavaccinated1,deltavaccinated2,delta7confirmed,delta7recovered,delta7tested,delta7other,delta7deceased,delta7vaccinated1,delta7vaccinated2,totalconfirmed,totalrecovered,totaltested,totalother,totaldeceased,totalvaccinated1,totalvaccinated2
Odisha,09-02-2021,105,108,20441,,,26529,,586,762,153859,,4,134049,,335797,333139,7905339,,1963,342254,
Odisha,10-02-2021,92,81,25390,,,19369,,607,721,156252,,4,150277,,335889,333220,7930729,,1963,361623,
Odisha,11-02-2021,95,60,25188,,,21400,,615,669,159698,,3,148100,,335984,333280,7955917,,1963,383023,
Odisha,12-02-2021,58,71,23395,,,16647,,576,618,159405,,2,163990,,336042,333351,7979312,,1963,399670,
Odisha,13-02-2021,59,100,22389,,,12269,,553,609,160929,,1,136884,,336101,333451,8001701,,1963,411939,
Odisha,14-02-2021,73,103,22277,,,107,,554,606,159421,,1,135723,,336174,333554,8023978,,1963,412046,
Odisha,15-02-2021,88,83,19839,,1,4710,10034,570,606,158919,,1,101031,10034,336262,333637,8043817,,1964,416756,10034
Odisha,16-02-2021,60,63,17329,,1,1125,556,525,561,155807,,2,75627,10590,336322,333700,8061146,,1965,417881,10590
Odisha,17-02-2021,75,88,20229,,,3261,7658,508,568,150646,,2,59519,18248,336397,333788,8081375,,1965,421142,18248
Odisha,18-02-2021,63,100,19374,,1,8070,35153,476,608,144832,,3,46189,53401,336460,333888,8100749,,1966,429212,53401
Odisha,19-02-2021,53,92,22486,,1,4372,14728,471,629,143923,,4,33914,68129,336513,333980,8123235,,1967,433584,68129
Odisha,20-02-2021,65,73,23823,,,4543,26837,477,602,145357,,4,26188,94966,336578,334053,8147058,,1967,438127,94966
Odisha,21-02-2021,58,54,20714,,,,,462,553,143794,,4,26081,94966,336636,334107,8167772,,1967,438127,94966
Odisha,22-02-2021,69,59,22138,,,5274,27775,443,529,146093,,3,26645,112707,336705,334166,8189910,,1967,443401,122741
Odisha,23-02-2021,62,77,17392,,,3775,7729,445,543,146156,,2,29295,119880,336767,334243,8207302,,1967,447176,130470
Odisha,24-02-2021,68,90,23140,,,3185,4117,438,545,149067,,2,29219,116339,336835,334333,8230442,,1967,450361,134587
Odisha,25-02-2021,89,67,24639,,1,8007,19847,464,512,154332,,2,29156,101033,336924,334400,8255081,,1968,458368,154434
Odisha,26-02-2021,94,63,22632,,,2186,3833,505,483,154478,,1,26970,90138,337018,334463,8277713,,1968,460554,158267
Odisha,27-02-2021,86,56,22736,,,,,526,466,153391,,1,22427,63301,337104,334519,8300449,,1968,460554,158267
Odisha,28-02-2021,87,52,21192,,1,,,555,464,153869,,2,22427,63301,337191,334571,8321641,,1969,460554,158267
Odisha,01-03-2021,86,76,20276,,,15054,6860,572,481,152007,,2,32207,42386,337277,334647,8341917,,1969,475608,165127
Odisha,02-03-2021,74,56,18228,,1,23738,4025,584,460,152843,,3,52170,38682,337351,334703,8360145,,1970,499346,169152
Odisha,03-03-2021,97,64,23047,,,26148,2112,613,434,152750,,3,75133,36677,337448,334767,8383192,,1970,525494,171264
Odisha,04-03-2021,81,71,21850,,,43981,13912,605,438,149961,,2,111107,30742,337529,334838,8405042,,1970,569475,185176
Odisha,05-03-2021,91,64,22132,,,20738,3341,602,439,149461,,2,129659,30250,337620,334902,8427174,,1970,590213,188517
Odisha,06-03-2021,54,88,24222,,,33299,10083,570,471,150947,,2,162958,40333,337674,334990,8451396,,1970,623512,198600
Odisha,07-03-2021,70,90,20834,,,,,553,509,150589,,1,162958,40333,337744,335080,8472230,,1970,623512,198600
Odisha,08-03-2021,59,88,19921,,,52697,33187,526,521,150234,,1,200601,66660,337803,335168,8492151,,1970,676209,231787
Odisha,09-03-2021,57,82,20081,,,40677,23252,509,547,152087,,,217540,85887,337860,335250,8512232,,1970,716886,255039
Odisha,10-03-2021,69,72,23425,,,28051,16960,481,555,152465,,,219443,100735,337929,335322,8535657,,1970,744937,271999
Odisha,11-03-2021,63,86,22455,,,2461,810,463,570,153070,,,177923,87633,337992,335408,8558112,,1970,747398,272809
Odisha,12-03-2021,64,91,21907,,1,51453,26451,436,597,152845,,1,208638,110743,338056,335499,8580019,,1971,798851,299260
Odisha,13-03-2021,65,70,18523,,,51563,13275,447,579,147146,,1,226902,113935,338121,335569,8598542,,1971,850414,312535
Odisha,14-03-2021,71,91,23173,,,,,448,580,149485,,1,226902,113935,338192,335660,8621715,,1971,850414,312535
Odisha,15-03-2021,66,70,20406,,,101672,19900,455,562,149970,,1,275877,100648,338258,335730,8642121,,1971,952086,332435
Odisha,16-03-2021,65,66,19611,,,89985,10436,463,546,149500,,1,325185,87832,338323,335796,8661732,,1971,1042071,342871
Odisha,17-03-2021,82,61,25401,,,81009,5365,476,535,151476,,1,378143,76237,338405,335857,8687133,,1971,1123080,348236
Odisha,18-03-2021,84,66,24984,,,102967,7053,497,515,154005,,1,478649,82480,338489,335923,8712117,,1971,1226047,355289
Odisha,19-03-2021,110,71,24572,,,100228,7118,543,495,156670,,,527424,63147,338599,335994,8736689,,1971,1326275,362407
Odisha,20-03-2021,120,72,25918,,,91282,4883,598,497,164065,,,567143,54755,338719,336066,8762607,,1971,1417557,367290
Odisha,21-03-2021,98,58,26237,,1,,,625,464,167129,,1,567143,54755,338817,336124,8788844,,1972,1417557,367290
Odisha,22-03-2021,146,82,25315,,,90763,6304,705,476,172038,,1,556234,41159,338963,336206,8814159,,1972,1508320,373594
Odisha,23-03-2021,113,60,21392,,,73962,4851,753,470,173819,,1,540211,35574,339076,336266,8835551,,1972,1582282,378445
Odisha,24-03-2021,170,71,25829,,,57947,3363,841,480,174247,,1,517149,33572,339246,336337,8861380,,1972,1640229,381808
Odisha,25-03-2021,214,72,30729,,,68659,4521,971,486,179992,,1,482841,31040,339460,336409,8892109,,1972,1708888,386329
Odisha,26-03-2021,234,73,28662,,,69433,3306,1095,488,184082,,1,452046,27228,339694,336482,8920771,,1972,1778321,389635
Odisha,27-03-2021,210,89,28828,,1,66358,2309,1185,505,186992,,2,427122,24654,339904,336571,8949599,,1973,1844679,391944
Odisha,28-03-2021,290,120,25496,,,,,1377,567,186251,,1,427122,24654,340194,336691,8975095,,1973,1844679,391944
Odisha,29-03-2021,208,118,26355,,1,,,1439,603,187291,,2,336359,18350,340402,336809,9001450,,1974,1844679,391944
Odisha,30-03-2021,218,121,21648,,,81201,9098,1544,664,187547,,2,343598,22597,340620,336930,9023098,,1974,1925880,401042
Odisha,31-03-2021,297,161,20874,,,73467,10632,1671,754,182592,,2,359118,29866,340917,337091,9043972,,1974,1999347,411674
Odisha,01-04-2021,394,121,29260,,,191443,11719,1851,803,181123,,2,481902,37064,341311,337212,9073232,,1974,2190790,423393
Odisha,02-04-2021,461,218,30716,,,118974,-33705,2078,948,183177,,2,531443,53,341772,337430,9103948,,1974,2309764,389688
Odisha,03-04-2021,452,205,26700,,,116413,7445,2320,1064,181049,,1,581498,5189,342224,337635,9130648,,1974,2426177,397133
Odisha,04-04-2021,471,300,29281,,1,284759,11312,2501,1244,184834,,2,866257,16501,342695,337935,9159929,,1975,2710936,408445
Odisha,05-04-2021,573,215,28109,,,157275,10394,2866,1341,186588,,1,1023532,26895,343268,338150,9188038,,1975,2868211,418839
Odisha,06-04-2021,588,266,25005,,,208050,13380,3236,1486,189945,,1,1150381,31177,343856,338416,9213043,,1975,3076261,432219
Odisha,07-04-2021,791,246,31531,,1,102247,6834,3730,1571,200602,,2,1179161,27379,344647,338662,9244574,,1976,3178508,439053
Odisha,08-04-2021,879,228,31057,,,138577,13015,4215,1678,202399,,2,1126295,28675,345526,338890,9275631,,1976,3317085,452068
Odisha,09-04-2021,1282,310,29081,,1,168836,18257,5036,1770,200764,,3,1176157,80637,346808,339200,9304712,,1977,3485921,470325
Odisha,10-04-2021,1374,403,33996,,2,121636,13469,5958,1968,208060,,5,1181380,86661,348182,339603,9338708,,1979,3607557,483794
Odisha,11-04-2021,1379,459,31651,,,111800,11033,6866,2127,210430,,4,1008421,86382,349561,340062,9370359,,1979,3719357,494827
Odisha,12-04-2021,1741,538,30097,,2,124486,17425,8034,2450,212418,,6,975632,93413,351302,340600,9400456,,1981,3843843,512252
Odisha,13-04-2021,1784,523,28013,,2,78302,9844,9230,2707,215426,,8,845884,89877,353086,341123,9428469,,1983,3922145,522096
Odisha,14-04-2021,2267,610,33251,,3,70864,12806,10706,3071,217146,,10,814501,95849,355353,341733,9461720,,1986,3993009,534902
Odisha,15-04-2021,2989,837,34571,,2,128034,29886,12816,3680,220660,,12,803958,112720,358342,342570,9496291,,1988,4121043,564788
Odisha,16-04-2021,3108,952,31891,,3,86901,22288,14642,4322,223470,,14,722023,116751,361450,343522,9528182,,1991,4207944,587076
Odisha,17-04-2021,3144,1303,37245,,4,54144,16101,16412,5222,226719,,16,654531,119383,364594,344825,9565427,,1995,4262088,603177
Odisha,18-04-2021,3664,1309,34450,,2,49487,15615,18697,6072,229518,,18,592218,123965,368258,346134,9599877,,1997,4311575,618792
Odisha,19-04-2021,4445,1503,36175,,4,101785,40613,21401,7037,235596,,20,569517,147153,372703,347637,9636052,,2001,4413360,659405
Odisha,20-04-2021,4761,1740,32349,,5,85653,35963,24378,8254,239932,,23,576868,173272,377464,349377,9668401,,2006,4499013,695368
Odisha,21-04-2021,4851,2009,38548,,5,80794,31077,26962,9653,245229,,25,586798,191543,382315,351386,9706949,,2011,4579807,726445
Odisha,22-04-2021,6164,2165,44983,,7,65855,27226,30137,10981,255641,,30,524619,188883,388479,353551,9751932,,2018,4645662,753671
Odisha,23-04-2021,6215,2452,41538,,8,75665,34859,33244,12481,265288,,35,513383,201454,394694,356003,9793470,,2026,4721327,788530
Odisha,24-04-2021,6647,3464,41017,,8,12408,4807,36747,14642,269060,,39,471647,190160,401341,359467,9834487,,2034,4733735,793337
Odisha,25-04-2021,6116,3464,43765,,7,2312,790,39199,16797,278375,,44,424472,175335,407457,362931,9878252,,2041,4736047,794127
Odisha,26-04-2021,6599,4180,39642,,9,55053,32830,41353,19474,281842,,49,377740,167552,414056,367111,9917894,,2050,4791100,826957
Odisha,27-04-2021,6073,4089,36845,,10,48205,27893,42665,21823,286338,,54,340292,159482,420129,371200,9954739,,2060,4839305,854850
Odisha,28-04-2021,8386,4521,42401,,10,29170,20130,46200,24335,290191,,59,288668,148535,428515,375721,9997140,,2070,4868475,874980
Odisha,29-04-2021,6998,4679,44064,,12,21201,14366,47034,26849,289272,,64,244014,135675,435513,380400,10041204,,2082,4889676,889346
Odisha,30-04-2021,8681,5014,45452,,14,39155,39554,49500,29411,293186,,70,207504,140370,444194,385414,10086656,,2096,4928831,928900
Odisha,01-05-2021,10413,5634,47462,,11,9983,5024,53266,31581,299631,,73,205079,140587,454607,391048,10134118,,2107,4938814,933924
Odisha,02-05-2021,8015,6527,46560,,14,1009,660,55165,34644,302426,,80,203776,140457,462622,397575,10180678,,2121,4939823,934584
Odisha,03-05-2021,8914,6488,46643,,5,15099,26955,57480,36952,309427,,76,163822,134582,471536,404063,10227321,,2126,4954922,961539
Odisha,04-05-2021,8216,6164,43682,,15,12824,15335,59623,39027,316264,,81,128441,122024,479752,410227,10271003,,2141,4967746,976874
Odisha,05-05-2021,9889,6176,48101,,16,12011,11134,61126,40682,321964,,87,111282,113028,489641,416403,10319104,,2157,4979757,988008
Odisha,06-05-2021,10521,6854,48314,,17,15814,33836,64649,42857,326214,,92,105895,132498,500162,423257,10367418,,2174,4995571,1021844
Odisha,07-05-2021,12238,8401,50799,,19,16198,60634,68206,46244,331561,,97,82938,153578,512400,431658,10418217,,2193,5011769,1082478
Odisha,08-05-2021,11807,7664,50864,,21,14593,51158,69600,48274,334963,,107,87548,199712,524207,439322,10469081,,2214,5026362,1133636
Odisha,09-05-2021,10635,8541,48757,,19,2854,3843,72220,50288,337160,,112,89393,202895,534842,447863,10517838,,2233,5029216,1137479
Odisha,10-05-2021,10031,9706,48377,,17,15706,110262,73337,53506,338894,,124,90000,286202,544873,457569,10566215,,2250,5044922,1247741
Odisha,11-05-2021,9793,7564,46241,,18,27417,72512,74914,54906,341453,,127,104593,343379,554666,465133,10612456,,2268,5072339,1320253
Odisha,12-05-2021,10982,8547,49191,,17,25713,30319,76007,57277,342543,,128,118295,362564,565648,473680,10661647,,2285,5098052,1350572
Odisha,13-05-2021,10649,8665,51451,,19,28282,20334,76135,59088,345680,,130,130763,349062,576297,482345,10713098,,2304,5126334,1370906
Odisha,14-05-2021,12390,9329,56214,,22,22313,23201,76287,60016,351095,,133,136878,311629,588687,491674,10769312,,2326,5148647,1394107
Odisha,15-05-2021,11805,10781,57002,,21,26022,8857,76285,63133,357233,,133,148307,269328,600492,502455,10826314,,2347,5174669,1402964
Odisha,16-05-2021,11732,12077,56442,,19,1415,21,77382,66669,364918,,133,146868,265506,612224,514532,10882756,,2366,5176084,1402985
Odisha,17-05-2021,10757,11821,58436,,22,52620,7487,78108,68784,374977,,138,183782,162731,622981,526353,10941192,,2388,5228704,1410472
Odisha,18-05-2021,10321,10242,56684,,22,98784,7038,78636,71462,385420,,142,255149,97257,633302,536595,10997876,,2410,5327488,1417510
Odisha,19-05-2021,11099,10036,60510,,21,67597,7043,78753,72951,396739,,146,297033,73981,644401,546631,11058386,,2431,5395085,1424553
Odisha,20-05-2021,11498,9870,60598,,25,137337,7303,79602,74156,405886,,152,406088,60950,655899,556501,11118984,,2456,5532422,1431856
Odisha,21-05-2021,12523,10881,61665,,27,45960,4283,79735,75708,411337,,157,429735,42032,668422,567382,11180649,,2483,5578382,1436139
Odisha,22-05-2021,11108,10601,60759,,26,80722,4559,79038,75528,415094,,162,484435,37734,679530,577983,11241408,,2509,5659104,1440698
Odisha,23-05-2021,12852,11627,67156,,28,16067,160,80158,75078,425808,,171,499087,37873,692382,589610,11308564,,2537,5675171,1440858
Odisha,24-05-2021,11059,11614,66512,,32,107727,4382,80460,74871,433884,,181,554194,34768,703441,601224,11375076,,2569,5782898,1445240
Odisha,25-05-2021,10939,11769,62261,,33,93962,3230,81078,76398,439461,,192,549372,30960,714380,612993,11437337,,2602,5876860,1448470
Odisha,26-05-2021,11623,10635,69407,,35,50132,216,81602,76997,448358,,206,531907,24133,726003,623628,11506744,,2637,5926992,1448686
Odisha,27-05-2021,6736,11551,46241,,34,97036,4931,76840,78678,434001,,215,491606,21761,732739,635179,11552985,,2671,6024028,1453617
Odisha,28-05-2021,7216,11954,43768,,33,114115,10437,71533,79751,416104,,221,559761,27915,739955,647133,11596753,,2704,6138143,1464054
Odisha,29-05-2021,7188,11513,48649,,35,98089,6583,67613,80663,403994,,230,577128,29939,747143,658646,11645402,,2739,6236232,1470637
Odisha,30-05-2021,9541,11881,66057,,33,18913,21,64302,80917,402895,,235,579974,29800,756684,670527,11711459,,2772,6255145,1470658
Odisha,31-05-2021,8313,10405,61613,,35,123783,6435,61556,79708,397996,,238,596030,31853,764997,680932,11773072,,2807,6378928,1477093
Odisha,01-06-2021,8735,11095,62293,,37,98073,5995,59352,79034,398028,,242,600141,34618,773732,692027,11835365,,2844,6477001,1483088
Odisha,02-06-2021,8399,10594,66683,,40,68384,3777,56128,78993,395304,,247,618393,38179,782131,702621,11902048,,2884,6545385,1486865
Odisha,03-06-2021,8839,10434,70178,,42,71424,4682,58231,77876,419241,,255,592781,37930,790970,713055,11972226,,2926,6616809,1491547
Odisha,04-06-2021,7729,11347,68604,,39,83414,6530,58744,77269,444077,,261,562080,34023,798699,724402,12040830,,2965,6700223,1498077
Odisha,05-06-2021,7395,7616,70313,,40,72352,6807,58951,73372,465741,,266,536343,34247,806094,732018,12111143,,3005,6772575,1504884
Odisha,06-06-2021,7002,7358,71973,,42,12907,157,56412,68849,471657,,275,530337,34383,813096,739376,12183116,,3047,6785482,1505041
Odisha,07-06-2021,6118,8429,67178,,41,145348,19278,54217,66873,477222,,281,551902,47226,819214,747805,12250294,,3088,6930830,1524319
Odisha,08-06-2021,5896,8836,68896,,45,127336,21050,51378,64614,483825,,289,581165,62281,825110,756641,12319190,,3133,7058166,1545369
Odisha,09-06-2021,6019,8032,68778,,43,119309,21331,48998,62052,485920,,292,632090,79835,831129,764673,12387968,,3176,7177475,1566700
Odisha,10-06-2021,6097,8299,69638,,44,40781,14072,46256,59917,485380,,294,601447,89225,837226,772972,12457606,,3220,7218256,1580772
Odisha,11-06-2021,5235,8516,65635,,43,70737,26227,43762,57086,482411,,298,588770,108922,842461,781488,12523241,,3263,7288993,1606999
Odisha,12-06-2021,4852,7578,67122,,47,47131,22716,41219,57048,479220,,305,563549,124831,847313,789066,12590363,,3310,7336124,1629715
Odisha,13-06-2021,4469,7733,62034,,45,7895,1328,38686,57423,469281,,308,558537,126002,851782,796799,12652397,,3355,7344019,1631043
Odisha,14-06-2021,4339,8182,68535,,44,54800,22948,36907,57176,470638,,311,467989,129672,856121,804981,12720932,,3399,7398819,1653991
Odisha,15-06-2021,3405,6799,56807,,42,91625,28560,34416,55139,458549,,308,432278,137182,859526,811780,12777739,,3441,7490444,1682551
Odisha,16-06-2021,3535,5579,58695,,44,120749,36530,31932,52686,448466,,309,433718,152381,863061,817359,12836434,,3485,7611193,1719081
Odisha,17-06-2021,3631,6240,63421,,39,117769,30648,29466,50627,442249,,304,510706,168957,866692,823599,12899855,,3524,7728962,1749729
Odisha,18-06-2021,3806,6252,64850,,37,120545,24023,28037,48363,441464,,298,560514,166753,870498,829851,12964705,,3561,7849507,1773752
Odisha,19-06-2021,3427,5281,64112,,42,157521,32804,26612,46066,438454,,293,670904,176841,873925,835132,13028817,,3603,8007028,1806556
Odisha,20-06-2021,3577,5082,66382,,40,22728,1855,25720,43415,442802,,288,685737,177368,877502,840214,13095199,,3643,8029756,1808411
Odisha,21-06-2021,3031,4587,61000,,43,267205,31679,24412,39820,435267,,287,898142,186099,880533,844801,13156199,,3686,8296961,1840090
Odisha,22-06-2021,2957,4159,61608,,38,258703,26869,23964,37180,440068,,283,1065220,184408,883490,848960,13217807,,3724,8555664,1866959
Odisha,23-06-2021,3456,4052,65845,,46,305684,23956,23885,35653,447218,,285,1250155,171834,886946,853012,13283652,,3770,8861348,1890915
Odisha,24-06-2021,3650,3486,69480,,44,245157,35265,23904,32899,453277,,290,1377543,176451,890596,856498,13353132,,3814,9106505,1926180
Odisha,25-06-2021,2912,3644,64255,,40,222918,41558,23010,30291,452682,,293,1479916,193986,893508,860142,13417387,,3854,9329423,1967738
Odisha,26-06-2021,3554,3682,68695,,47,188067,55173,23137,28692,457265,,298,1510462,216355,897062,863824,13486082,,3901,9517490,2022911
Odisha,27-06-2021,3408,3578,68335,,39,23765,7556,22968,27188,459218,,297,1511499,222056,900470,867402,13554417,,3940,9541255,2030467
Odisha,28-06-2021,3319,3385,66109,,43,193661,70013,23256,25986,464327,,297,1437955,260390,903789,870787,13620526,,3983,9734916,2100480
Odisha,29-06-2021,2640,3520,63695,,40,89364,36363,22939,25347,466414,,299,1268616,269884,906429,874307,13684221,,4023,9824280,2136843
Odisha,30-06-2021,3371,3233,75649,,48,43999,11406,22854,24528,476218,,301,1006931,257334,909800,877540,13759870,,4071,9868279,2148249
Odisha,01-07-2021,3087,3457,74000,,45,31445,7251,22291,24499,480738,,302,793219,229320,912887,880997,13833870,,4116,9899724,2155500
Odisha,02-07-2021,3222,3265,74225,,46,27665,7331,22601,24120,490708,,308,597966,195093,916109,884262,13908095,,4162,9927389,2162831
Odisha,03-07-2021,2917,3158,71554,,45,68625,43708,21964,23596,493567,,306,478524,183628,919026,887420,13979649,,4207,9996014,2206539
Odisha,04-07-2021,2870,3358,71122,,42,21248,13542,21426,23376,496354,,309,476007,189614,921896,890778,14050771,,4249,10017262,2220081
Odisha,05-07-2021,2803,3326,74740,,52,204504,150540,20910,23317,504985,,318,486850,270141,924699,894104,14125511,,4301,10221766,2370621
Odisha,06-07-2021,2487,3258,63184,,51,199994,134809,20757,23055,504474,,329,597480,368587,927186,897362,14188695,,4352,10421760,2505430
Odisha,07-07-2021,2602,2920,74468,,59,120697,83934,19988,22742,503293,,340,674178,441115,929788,900282,14263163,,4411,10542457,2589364
Odisha,08-07-2021,2542,2896,72645,,57,81506,62726,19443,22181,501938,,352,724239,496590,932330,903178,14335808,,4468,10623963,2652090
Odisha,09-07-2021,2806,3341,78560,,61,59380,41397,19027,22257,506273,,367,755954,530656,935136,906519,14414368,,4529,10683343,2693487
Odisha,10-07-2021,2334,3120,75653,,58,43674,23461,18444,22219,510372,,380,731003,510409,937470,909639,14490021,,4587,10727017,2716948
Odisha,11-07-2021,2282,2824,78466,,65,5724,1879,17856,21685,517716,,403,715479,498746,939752,912463,14568487,,4652,10732741,2718827
Odisha,12-07-2021,1993,2937,72754,,63,41375,10174,17046,21296,515730,,414,552350,358380,941745,915400,14641241,,4715,10774116,2729001
Odisha,13-07-2021,1930,2641,62410,,68,149175,18473,16489,20679,514956,,431,501531,242044,943675,918041,14703651,,4783,10923291,2747474
Odisha,14-07-2021,2074,2605,69287,,65,72147,74251,15961,20364,509775,,437,452981,232361,945749,920646,14772938,,4848,10995438,2821725
Odisha,15-07-2021,2110,2563,72322,,66,96988,102940,15529,20031,509452,,446,468463,272575,947859,923209,14845260,,4914,11092426,2924665
Odisha,16-07-2021,2070,2317,70244,,64,54923,72108,14793,19007,501136,,449,464006,303286,949929,925526,14915504,,4978,11147349,2996773
Odisha,17-07-2021,2182,2400,73027,,67,42537,75147,14641,18287,498510,,458,462869,354972,952111,927926,14988531,,5045,11189886,3071920
Odisha,18-07-2021,2215,2492,77519,,66,7579,6580,14574,17955,497563,,459,464724,359673,954326,930418,15066050,,5111,11197465,3078500
Odisha,19-07-2021,1648,2248,69812,,58,133272,163984,14229,17266,494621,,454,556621,513483,955974,932666,15135862,,5169,11330737,3242484
Odisha,20-07-2021,2085,2341,70476,,56,111710,106147,14384,16966,502687,,442,519156,601157,958059,935007,15206338,,5225,11442447,3348631
Odisha,21-07-2021,1927,1943,72061,,69,70416,59694,14237,16304,505461,,446,517425,586600,959986,936950,15278399,,5294,11512863,3408325
Odisha,22-07-2021,1948,2210,79372,,67,100608,83289,14075,15951,512511,,447,521045,566949,961934,939160,15357771,,5361,11613471,3491614
Odisha,23-07-2021,1917,2044,78134,,69,81203,58496,13922,15678,520401,,452,547325,553337,963851,941204,15435905,,5430,11694674,3550110
Odisha,24-07-2021,1864,1865,74707,,68,93661,58355,13604,15143,522081,,453,598449,536545,965715,943069,15510612,,5498,11788335,3608465
Odisha,25-07-2021,1833,2108,71039,,67,15056,5446,13222,14759,515601,,454,605926,535411,967548,945177,15581651,,5565,11803391,3613911
Odisha,26-07-2021,1637,2204,74553,,62,137292,65428,13211,14715,520342,,458,609946,436855,969185,947381,15656204,,5627,11940683,3679339
Odisha,27-07-2021,1629,1969,62686,,60,125535,67602,12755,14343,512552,,462,623771,398310,970814,949350,15718890,,5687,12066218,3746941
Odisha,28-07-2021,1703,1699,78740,,69,140364,49316,12531,14099,519231,,462,693719,387932,972517,951049,15797630,,5756,12206582,3796257
Odisha,29-07-2021,1615,2039,76946,,65,126184,35210,12198,13928,516805,,460,719295,339853,974132,953088,15874576,,5821,12332766,3831467
Odisha,30-07-2021,1558,1841,75868,,66,137774,43905,11839,13725,514539,,457,775866,325262,975690,954929,15950444,,5887,12470540,3875372
Odisha,31-07-2021,1578,1899,72233,,68,235780,41194,11553,13759,512065,,457,917985,308101,977268,956828,16022677,,5955,12706320,3916566
Odisha,01-08-2021,1437,1773,74735,,64,11749,3153,11157,13424,515761,,454,914678,305808,978705,958601,16097412,,6019,12718069,3919719
Odisha,02-08-2021,1032,1785,67131,,67,156808,41140,10552,13005,508339,,459,934194,281520,979737,960386,16164543,,6086,12874877,3960859
Odisha,03-08-2021,1129,1702,59378,,69,183191,42520,10052,12738,505031,,468,991850,256438,980866,962088,16223921,,6155,13058068,4003379
Odisha,04-08-2021,1315,1630,65209,,66,151456,38392,9664,12669,491500,,465,1002942,245514,982181,963718,16289130,,6221,13209524,4041771
Odisha,05-08-2021,1342,1652,66146,,68,200686,39272,9391,12282,480700,,468,1077444,249576,983523,965370,16355276,,6289,13410210,4081043
Odisha,06-08-2021,1208,1558,69369,,66,186102,37607,9041,11999,474201,,468,1125772,243278,984731,966928,16424645,,6355,13596312,4118650
Odisha,07-08-2021,1096,1525,66770,,64,133303,32074,8559,11625,468738,,464,1023295,234158,985827,968453,16491415,,6419,13729615,4150724
Odisha,08-08-2021,1243,1463,69427,,69,19920,3341,8365,11315,463430,,469,1031466,234346,987070,969916,16560842,,6488,13749535,4154065
Odisha,09-08-2021,886,1475,66063,,66,221474,48531,8219,11005,462362,,468,1096132,241737,987956,971391,16626905,,6554,13971009,4202596
Odisha,10-08-2021,1041,1319,56859,,64,251561,61904,8131,10622,459843,,463,1164502,261121,988997,972710,16683764,,6618,14222570,4264500
Odisha,11-08-2021,1078,869,68724,,65,189709,48194,7894,9861,463358,,462,1202755,270923,990075,973579,16752488,,6683,14412279,4312694
Odisha,12-08-2021,1107,1177,64802,,67,172121,39760,7659,9386,462014,,461,1174190,271411,991182,974756,16817290,,6750,14584400,4352454
Odisha,13-08-2021,1193,1243,71197,,60,231808,49506,7644,9071,463842,,455,1219896,283310,992375,975999,16888487,,6810,14816208,4401960
Odisha,14-08-2021,1132,1198,68872,,66,195374,73646,7680,8744,465944,,457,1281967,324882,993507,977197,16957359,,6876,15011582,4475606
Odisha,15-08-2021,1058,1043,69035,,64,21407,4123,7495,8324,465552,,452,1283454,325664,994565,978240,17026394,,6940,15032989,4479729
Odisha,16-08-2021,868,1167,62119,,66,189996,66555,7477,8016,461608,,452,1251976,343688,995433,979407,17088513,,7006,15222985,4546284
Odisha,17-08-2021,720,1064,50727,,68,128732,66067,7156,7761,455476,,456,1129147,347851,996153,980471,17139240,,7074,15351717,4612351
Odisha,18-08-2021,993,845,69008,,65,138162,72434,7071,7737,455760,,456,1077600,372091,997146,981316,17208248,,7139,15489879,4684785
Odisha,19-08-2021,1041,1003,66281,,68,98250,60917,7005,7563,457239,,457,1003729,393248,998187,982319,17274529,,7207,15588129,4745702
Odisha,20-08-2021,986,926,70079,,69,45984,48444,6798,7246,456121,,466,817905,392186,999173,983245,17344608,,7276,15634113,4794146
Odisha,21-08-2021,911,979,71264,,66,33734,39912,6577,7027,458513,,466,656265,358452,1000084,984224,17415872,,7342,15667847,4834058
Odisha,22-08-2021,853,1078,67834,,69,6508,2738,6372,7062,457312,,471,641366,357067,1000937,985302,17483706,,7411,15674355,4836796
Odisha,23-08-2021,761,1032,60791,,68,167032,64349,6265,6927,455984,,473,618402,354861,1001698,986334,17544497,,7479,15841387,4901145
Odisha,24-08-2021,625,1035,53527,,67,140728,70020,6170,6898,458784,,472,630398,358814,1002323,987369,17598024,,7546,15982115,4971165
Odisha,25-08-2021,887,721,68717,,69,72973,51250,6064,6774,458493,,476,565209,337630,1003210,988090,17666741,,7615,16055088,5022415
Odisha,26-08-2021,849,764,71231,,66,80644,48747,5872,6535,463443,,474,547603,325460,1004059,988854,17737972,,7681,16135732,5071162
Odisha,27-08-2021,816,986,69585,,69,194355,91882,5702,6595,462949,,474,695974,368898,1004875,989840,17807557,,7750,16330087,5163044
Odisha,28-08-2021,779,956,71137,,68,,,5570,6572,462822,,476,662240,328986,1005654,990796,17878694,,7818,16330087,5163044
Odisha,29-08-2021,849,834,68667,,69,198311,102703,5566,6328,463655,,476,854043,428951,1006503,991630,17947361,,7887,16528398,5265747
Odisha,30-08-2021,609,843,64991,,67,169528,56989,5414,6139,467855,,475,856539,421591,1007112,992473,18012352,,7954,16697926,5322736
Odisha,31-08-2021,638,762,57280,,68,187550,100363,5427,5866,471608,,476,903361,451934,1007750,993235,18069632,,8022,16885476,5423099
